Object ID,Ticket Number,Citation Issue Date,Citaton Issue Month,Citation Issue Time,Location,Violation Code,Violation,Fine Amount,Citation Status,Amount Paid,Amount Due,Suspend Code,Suspend Process Date,Suspend Until Date,Disposition Code,Last Edited Date,Geom
3475,794817881,4/1/2011,,11:04,744 SUTTER ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,04/06/2011 12:00:00 AM +0000,04/27/2011 12:00:00 AM +0000, ,,"(37.7887856139, -122.412660977)"
3476,794817903,4/1/2011,,14:42,711 SUTTER ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,04/06/2011 12:00:00 AM +0000,04/27/2011 12:00:00 AM +0000, ,,"(37.7887182756, -122.412093765)"
3477,794817914,4/1/2011,,16:04,727 SUTTER ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,04/06/2011 12:00:00 AM +0000,04/27/2011 12:00:00 AM +0000, ,,"(37.7886861497, -122.412347878)"
3478,794817925,4/1/2011,,16:25,868 SUTTER ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,04/06/2011 12:00:00 AM +0000,04/27/2011 12:00:00 AM +0000, ,,"(37.7885274256, -122.414689928)"
3479,790965324,4/2/2011,,15:24,786 O'FARRELL ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0,7 7 PRF MECH,05/30/2011 12:00:00 AM +0000,06/20/2011 12:00:00 AM +0000,21 MAIL DELAY,,"(37.7852701939, -122.417690108)"
3480,790965372,4/4/2011,,07:57,766 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,04/16/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7852098678, -122.403531883)"
3481,780238340,6/21/2010,,11:24,654 MISSION ST,V22500H,DBL PARK,80,Closed, $                     -,0,730 730TRNLN,06/24/2010 12:00:00 AM +0000,07/15/2010 12:00:00 AM +0000,25 OFCR ERROR,,"(37.7871242681, -122.401058382)"
3482,785636574,9/1/2010,,18:53,1197 POST ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0,730 730TRNLN,09/04/2010 12:00:00 AM +0000,09/25/2010 12:00:00 AM +0000, ,,"(37.7865663169, -122.421488902)"
3483,785636585,9/2/2010,,16:28,965 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                     -,0,731 731MP EXP,09/14/2010 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7815352555, -122.407891176)"
3484,785636596,9/2/2010,,17:02,882 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,213 HR REQ REC,12/05/2010 12:00:00 AM +0000,03/05/2011 12:00:00 AM +0000,6 HD HR DNID,,"(37.7831057455, -122.406147718)"
3485,785636600,9/2/2010,,08:20,1083 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,09/08/2010 12:00:00 AM +0000,09/29/2010 12:00:00 AM +0000, ,,"(37.7794907271, -122.410480038)"
3486,785636611,9/2/2010,,08:45,636 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,09/08/2010 12:00:00 AM +0000,09/29/2010 12:00:00 AM +0000, ,,"(37.7874861043, -122.400600087)"
3487,785636633,9/3/2010,,09:37,88 04TH  ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,09/08/2010 12:00:00 AM +0000,09/29/2010 12:00:00 AM +0000, ,,"(37.7845927808, -122.404535175)"
3488,779774962,9/6/2010,,08:21,553 OFARRELL ST,T32A.2,TWAWY ZONE,75,Open, $                     -,105, ,,, ,,"(37.7856171525, -122.413840536)"
3489,779774973,9/6/2010,,13:47,383 OFARRELL ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,09/09/2010 12:00:00 AM +0000,09/30/2010 12:00:00 AM +0000, ,,"(37.7859711914, -122.411023924)"
3490,785636644,9/6/2010,,15:22,691 MISSION ST,T32A.1,TWAWY ZN#1,85,Open, $                     -,185,730 730TRNLN,09/09/2010 12:00:00 AM +0000,09/30/2010 12:00:00 AM +0000, ,,"(37.786348574, -122.401795116)"
3491,785636655,9/6/2010,,15:23,519 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$145.00 ,0,730 730TRNLN,09/09/2010 12:00:00 AM +0000,09/30/2010 12:00:00 AM +0000, ,,"(37.7891511084, -122.398245792)"
3492,785636666,9/6/2010,,15:45,556 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,09/09/2010 12:00:00 AM +0000,09/30/2010 12:00:00 AM +0000, ,,"(37.7889177027, -122.398786783)"
3493,785636670,9/6/2010,,17:49,220 MISSION ST,V22500I,BUS ZONE,255,Open, $                     -,355,16 16 BUSZONE,11/17/2010 12:00:00 AM +0000,12/08/2010 12:00:00 AM +0000, ,,"(37.7917427554, -122.395208181)"
3494,785636681,9/6/2010,,17:55,802 MISSION ST,V22500I,BUS ZONE,255,Closed,$315.00 ,0,730 730TRNLN,09/09/2010 12:00:00 AM +0000,09/30/2010 12:00:00 AM +0000,26 COLFFDMV,,"(37.7844463821, -122.404449934)"
3495,785636773,9/6/2010,,15:23,627 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,09/11/2010 12:00:00 AM +0000,10/02/2010 12:00:00 AM +0000, ,,"(37.7875215304, -122.400309882)"
3496,779774984,9/7/2010,,08:05,67 STOCKTON ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,09/11/2010 12:00:00 AM +0000,10/02/2010 12:00:00 AM +0000, ,,"(37.7862140107, -122.406418257)"
3497,785636692,9/7/2010,,08:23,490 GEARY ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,09/11/2010 12:00:00 AM +0000,10/02/2010 12:00:00 AM +0000, ,,"(37.7870347444, -122.411367491)"
3498,785636703,9/7/2010,,17:27,370 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed, $                     -,0,51 DISMS CITE,11/21/2010 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7872845633, -122.409409136)"
3499,785636714,9/7/2010,,17:27,460 GEARY ST,T32A.1,TWAWY ZN#1,85,Open, $                     -,115,730 730TRNLN,09/11/2010 12:00:00 AM +0000,10/02/2010 12:00:00 AM +0000, ,,"(37.787095012, -122.410895069)"
3500,785636725,9/7/2010,,17:31,828 GEARY ST,T32A.1,TWAWY ZN#1,85,Open, $                     -,175, ,,, ,,"(37.7863204465, -122.416965436)"
6101,800545325,8/11/2011,,08:36,1279 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7763879516, -122.41440848)"
6102,800545336,8/11/2011,,08:36,1273 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7764440193, -122.414337498)"
6103,800545340,8/11/2011,,08:36,1259 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7765748421, -122.414171871)"
6104,800545351,8/11/2011,,08:36,1225 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7770387804, -122.413584504)"
6105,800545373,8/11/2011,,08:36,1243 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7767744992, -122.413919098)"
6106,800545384,8/11/2011,,08:36,1245 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7767451348, -122.413956274)"
6107,800545395,8/11/2011,,08:38,1107 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7790301348, -122.411063228)"
6108,800545406,8/11/2011,,08:45,615 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7877177543, -122.400061346)"
6109,800545410,8/11/2011,,15:18,640 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7874056961, -122.400701931)"
6110,800545421,8/11/2011,,16:52,1321 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7759771277, -122.414919636)"
6111,800545432,8/11/2011,,16:52,1379 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7754042295, -122.415638132)"
6112,800545443,8/11/2011,,16:52,1271 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,08/23/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7764627079, -122.414313837)"
3527,790914471,1/5/2011,,12:06,308 MISSION ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0,730 730TRNLN,01/08/2011 12:00:00 AM +0000,01/29/2011 12:00:00 AM +0000, ,,"(37.7911325477, -122.395981188)"
3528,790962012,1/5/2011,,12:39,591 O'FARRELL ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0,730 730TRNLN,01/08/2011 12:00:00 AM +0000,01/29/2011 12:00:00 AM +0000, ,,"(37.7855416622, -122.414441047)"
3529,790962023,1/5/2011,,08:31,1389 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,01/08/2011 12:00:00 AM +0000,01/29/2011 12:00:00 AM +0000, ,,"(37.7753213124, -122.415742875)"
3530,790962034,1/5/2011,,08:32,1279 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,22 22 GEN VAL,02/02/2011 12:00:00 AM +0000,02/23/2011 12:00:00 AM +0000, ,,"(37.7763879516, -122.41440848)"
3531,790962045,1/5/2011,,08:32,1273 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,22 22 GEN VAL,02/08/2011 12:00:00 AM +0000,03/01/2011 12:00:00 AM +0000, ,,"(37.7764440193, -122.414337498)"
3532,790962056,1/5/2011,,08:32,1257 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,01/08/2011 12:00:00 AM +0000,01/29/2011 12:00:00 AM +0000, ,,"(37.7765935316, -122.41414821)"
3533,790962071,1/5/2011,,08:35,921 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,01/08/2011 12:00:00 AM +0000,01/29/2011 12:00:00 AM +0000, ,,"(37.7821280495, -122.407140517)"
3534,790962082,1/5/2011,,08:39,663 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,01/08/2011 12:00:00 AM +0000,01/29/2011 12:00:00 AM +0000, ,,"(37.7867898459, -122.401236605)"
3535,790917643,3/14/2011,,15:32,219 O'FARRELL ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,03/17/2011 12:00:00 AM +0000,04/07/2011 12:00:00 AM +0000, ,,"(37.7863014625, -122.40839588)"
3536,790917654,3/14/2011,,13:49,442 GEARY ST,V22500H,DBL PARK,80,Closed,$80.00 ,0, ,,, ,,"(37.787131172, -122.410611615)"
3537,790917665,3/14/2011,,11:43,668 GEARY ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,03/17/2011 12:00:00 AM +0000,04/07/2011 12:00:00 AM +0000, ,,"(37.7866592083, -122.414310835)"
3538,790964764,3/14/2011,,13:11,522 MISSION ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,03/24/2011 12:00:00 AM +0000,04/14/2011 12:00:00 AM +0000, ,,"(37.7893951663, -122.398181991)"
3539,790964775,3/14/2011,,13:11,524 MISSION ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,03/17/2011 12:00:00 AM +0000,04/07/2011 12:00:00 AM +0000, ,,"(37.789358489, -122.398228449)"
3540,790964786,3/14/2011,,15:18,636 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$145.00 ,0,730 730TRNLN,03/17/2011 12:00:00 AM +0000,04/07/2011 12:00:00 AM +0000, ,,"(37.7874861043, -122.400600087)"
3541,790964790,3/14/2011,,16:54,1385 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,03/26/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7753544789, -122.415700977)"
3542,790964801,3/14/2011,,16:54,1311 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,03/17/2011 12:00:00 AM +0000,04/07/2011 12:00:00 AM +0000, ,,"(37.7760772426, -122.414797158)"
3543,790964812,3/14/2011,,16:57,913 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,802 802REFNOTF,01/09/2012 12:00:00 AM +0000,05/08/2012 12:00:00 AM +0000,14 DENOVO UPH,,"(37.7822358092, -122.407004058)"
3544,790917680,3/15/2011,,08:22,405 O'FARRELL ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,03/24/2011 12:00:00 AM +0000,04/14/2011 12:00:00 AM +0000, ,,"(37.7859217728, -122.411417115)"
3545,790917691,3/15/2011,,04:16,312 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$115.00 ,0,22 22 GEN VAL,06/02/2011 12:00:00 AM +0000,06/23/2011 12:00:00 AM +0000,21 MAIL DELAY,,"(37.7874014575, -122.408492703)"
3546,790917702,3/15/2011,,16:18,722 GEARY ST,T32A.2,TWAWY ZONE,75,Closed, $                  -,0,50 50 DP RU,06/28/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7865419849, -122.415229477)"
3547,790917713,3/15/2011,,16:19,904 GEARY ST,T32A.2,TWAWY ZONE,75,Closed,$75.00 ,0, ,,, ,,"(37.7861595118, -122.418227748)"
3548,790964823,3/15/2011,,17:46,334 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,03/24/2011 12:00:00 AM +0000,04/14/2011 12:00:00 AM +0000, ,,"(37.7873571182, -122.408840315)"
3549,790964834,3/15/2011,,17:46,382 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$150.00 ,0,458 458 COPYS,09/05/2011 12:00:00 AM +0000,09/20/2011 12:00:00 AM +0000,21 MAIL DELAY,,"(37.7872603775, -122.409598742)"
3550,790964845,3/15/2011,,17:46,392 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,03/24/2011 12:00:00 AM +0000,04/14/2011 12:00:00 AM +0000, ,,"(37.7872402222, -122.409756748)"
3551,790964856,3/15/2011,,17:49,846 GEARY ST,T32A.2,TWAWY ZONE,75,Closed,$75.00 ,0,730 730TRNLN,03/24/2011 12:00:00 AM +0000,04/14/2011 12:00:00 AM +0000, ,,"(37.7862843314, -122.41724841)"
3552,790964871,3/15/2011,,14:06,864 GEARY ST,V22500H,DBL PARK,80,Closed,$80.00 ,0, ,,, ,,"(37.7862482165, -122.417531384)"
3553,790964882,3/15/2011,,08:38,969 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0, ,,, ,,"(37.7814677972, -122.407976598)"
3554,790917735,3/16/2011,,08:26,969 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,22 22 GEN VAL,04/14/2011 12:00:00 AM +0000,05/05/2011 12:00:00 AM +0000, ,,"(37.7814677972, -122.407976598)"
3555,790917746,3/16/2011,,08:30,655 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,03/19/2011 12:00:00 AM +0000,04/09/2011 12:00:00 AM +0000, ,,"(37.7869557896, -122.401026442)"
3556,786994482,10/18/2010,,17:40,440 GEARY ST,T32A.1,TWAWY ZN#1,85,Open, $                     -,140,730 730TRNLN,10/21/2010 12:00:00 AM +0000,11/11/2010 12:00:00 AM +0000, ,,"(37.7871351897, -122.41058012)"
3557,786994493,10/18/2010,,17:41,580 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,10/21/2010 12:00:00 AM +0000,11/11/2010 12:00:00 AM +0000, ,,"(37.7868410233, -122.412885891)"
3558,786994504,10/18/2010,,17:45,914 GEARY ST,T32A.1,TWAWY ZN#1,85,Open, $                     -,175,22 22 GEN VAL,11/30/2010 12:00:00 AM +0000,12/21/2010 12:00:00 AM +0000, ,,"(37.7861395486, -122.418386075)"
3559,786994515,10/18/2010,,13:18,612 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,10/21/2010 12:00:00 AM +0000,11/11/2010 12:00:00 AM +0000, ,,"(37.7867719667, -122.413427124)"
3560,790914784,1/24/2011,,08:45,411 O'FARRELL ST,T32A.2,TWAWY ZONE,75,Open, $                  -,175,6 6 EXP TIME,04/25/2011 12:00:00 AM +0000,04/25/2011 12:00:00 AM +0000, ,,"(37.7859091067, -122.411517889)"
3561,790914795,1/24/2011,,08:03,1111 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$115.00 ,0,730 730TRNLN,01/27/2011 12:00:00 AM +0000,02/17/2011 12:00:00 AM +0000, ,,"(37.7789616124, -122.411149989)"
3562,790962513,1/24/2011,,16:06,1006 SUTTER ST,V22500I,BUS ZONE,255,Closed,$315.00 ,0,730 730TRNLN,01/29/2011 12:00:00 AM +0000,02/19/2011 12:00:00 AM +0000, ,,"(37.7882320253, -122.416997677)"
3563,790962524,1/24/2011,,16:06,1070 SUTTER ST,T32A.2,TWAWY ZONE,75,Closed,$135.00 ,0,730 730TRNLN,01/29/2011 12:00:00 AM +0000,02/19/2011 12:00:00 AM +0000, ,,"(37.7881021272, -122.418003133)"
3564,790914876,1/25/2011,,11:46,502 GEARY ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0,730 730TRNLN,01/28/2011 12:00:00 AM +0000,02/18/2011 12:00:00 AM +0000, ,,"(37.7870049333, -122.411601157)"
3565,790914880,1/25/2011,,13:06,593 O'FARRELL ST,V22500I,BUS ZONE,255,Closed,$315.00 ,0,730 730TRNLN,01/28/2011 12:00:00 AM +0000,02/18/2011 12:00:00 AM +0000, ,,"(37.7855376886, -122.414472654)"
3566,790914891,1/25/2011,,12:55,990 GEARY ST,T32A.2,TWAWY ZONE,75,Closed,$135.00 ,0,730 730TRNLN,01/28/2011 12:00:00 AM +0000,02/18/2011 12:00:00 AM +0000, ,,"(37.7859878182, -122.419589355)"
3567,790914902,1/25/2011,,08:43,1417 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,02/06/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7750546363, -122.416079744)"
3568,790914913,1/25/2011,,08:50,557 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,01/28/2011 12:00:00 AM +0000,02/18/2011 12:00:00 AM +0000, ,,"(37.7886238922, -122.398913601)"
3569,790914924,1/25/2011,,08:50,585 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$145.00 ,0,730 730TRNLN,01/28/2011 12:00:00 AM +0000,02/18/2011 12:00:00 AM +0000,26 COLFFDMV,,"(37.7881494305, -122.399514574)"
3570,790914935,1/25/2011,,08:50,545 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,01/28/2011 12:00:00 AM +0000,02/18/2011 12:00:00 AM +0000, ,,"(37.7888764845, -122.398593651)"
3571,790914946,1/25/2011,,17:02,1135 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$115.00 ,0,730 730TRNLN,01/29/2011 12:00:00 AM +0000,02/19/2011 12:00:00 AM +0000, ,,"(37.7785504725, -122.411670552)"
3572,790914950,1/25/2011,,17:00,1233 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,22 22 GEN VAL,02/16/2011 12:00:00 AM +0000,03/09/2011 12:00:00 AM +0000, ,,"(37.7769213225, -122.413733213)"
3573,790914961,1/25/2011,,17:00,1215 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,01/29/2011 12:00:00 AM +0000,02/19/2011 12:00:00 AM +0000, ,,"(37.7771856023, -122.413398618)"
3574,790914983,1/25/2011,,17:01,1027 MISSION ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0,730 730TRNLN,01/29/2011 12:00:00 AM +0000,02/19/2011 12:00:00 AM +0000, ,,"(37.7804358289, -122.40928334)"
3575,790914994,1/25/2011,,17:01,1019 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,01/29/2011 12:00:00 AM +0000,02/19/2011 12:00:00 AM +0000, ,,"(37.780570842, -122.409112381)"
3576,790915005,1/25/2011,,17:04,997 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$110.00 ,0,22 22 GEN VAL,03/22/2011 12:00:00 AM +0000,04/12/2011 12:00:00 AM +0000, ,,"(37.7809955832, -122.408574551)"
3577,790962502,1/25/2011,,12:01,379 STOCKTON ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,01/29/2011 12:00:00 AM +0000,02/19/2011 12:00:00 AM +0000, ,,"(37.7892388743, -122.407016823)"
3578,790915016,1/26/2011,,16:12,330 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,02/01/2011 12:00:00 AM +0000,02/22/2011 12:00:00 AM +0000, ,,"(37.7873651804, -122.408777114)"
3579,790915020,1/26/2011,,16:12,384 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,02/01/2011 12:00:00 AM +0000,02/22/2011 12:00:00 AM +0000, ,,"(37.7872563466, -122.409630344)"
3580,790915031,1/26/2011,,16:12,378 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,02/01/2011 12:00:00 AM +0000,02/22/2011 12:00:00 AM +0000, ,,"(37.7872684401, -122.409535539)"
3581,790915042,1/26/2011,,16:13,524 GEARY ST,T32A.1,TWAWY ZN#1,85,Closed,$160.00 ,0,75 75 NSF LTR,03/24/2011 12:00:00 AM +0000,04/03/2011 12:00:00 AM +0000, ,,"(37.7869576417, -122.411971839)"
3582,790915053,1/26/2011,,16:14,654 GEARY ST,T32A.2,TWAWY ZONE,75,Closed,$75.00 ,0,730 730TRNLN,02/01/2011 12:00:00 AM +0000,02/22/2011 12:00:00 AM +0000, ,,"(37.7866873988, -122.414089908)"
3583,790915075,1/27/2011,,08:59,574 SUTTER ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,15 15 DBL PRK,02/17/2011 12:00:00 AM +0000,03/10/2011 12:00:00 AM +0000, ,,"(37.7891434838, -122.409840679)"
3584,790915086,1/27/2011,,09:53,721 POST ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,02/01/2011 12:00:00 AM +0000,02/22/2011 12:00:00 AM +0000, ,,"(37.7875541781, -122.413717573)"
3585,790915090,1/27/2011,,10:13,856 SUTTER ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,02/01/2011 12:00:00 AM +0000,02/22/2011 12:00:00 AM +0000, ,,"(37.7885516288, -122.41450072)"
3586,790915101,1/27/2011,,10:15,1082 SUTTER ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,02/01/2011 12:00:00 AM +0000,02/22/2011 12:00:00 AM +0000, ,,"(37.7880777696, -122.418191654)"
3587,790915112,1/27/2011,,11:15,789 POST ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0,730 730TRNLN,02/01/2011 12:00:00 AM +0000,02/22/2011 12:00:00 AM +0000, ,,"(37.7874173658, -122.414788205)"
3588,790915123,1/27/2011,,11:34,578 SUTTER ST,V22500H,DBL PARK,80,Closed,$80.00 ,0,730 730TRNLN,02/01/2011 12:00:00 AM +0000,02/22/2011 12:00:00 AM +0000, ,,"(37.7891354535, -122.409903887)"
3589,790915134,1/27/2011,,11:48,1476 SUTTER ST,V22500H,DBL PARK,80,Closed, $                  -,0,731 731MP EXP,02/08/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7872534334, -122.42467777)"
3590,790915145,1/27/2011,,12:58,1108 SUTTER ST,V22500I,BUS ZONE,255,Closed,$315.00 ,0,6 6 EXP TIME,05/19/2011 12:00:00 AM +0000,05/19/2011 12:00:00 AM +0000,26 COLFFDMV,,"(37.7880166016, -122.418668143)"
3591,790915156,1/27/2011,,14:16,912 SUTTER ST,V22500I,BUS ZONE,255,Closed, $                  -,0,731 731MP EXP,02/08/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7884301317, -122.415450502)"
3592,790915160,1/27/2011,,10:36,591 O'FARRELL ST,V22500I,BUS ZONE,255,Closed,$255.00 ,0, ,,, ,,"(37.7855416622, -122.414441047)"
3593,790915182,1/27/2011,,11:08,518 GEARY ST,V22500H,DBL PARK,80,Closed,$105.00 ,0,730 730TRNLN,02/02/2011 12:00:00 AM +0000,02/23/2011 12:00:00 AM +0000, ,,"(37.7869705404, -122.411870744)"
3594,790965383,4/4/2011,,15:49,597 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$185.00 ,0,730 730TRNLN,04/11/2011 12:00:00 AM +0000,05/02/2011 12:00:00 AM +0000, ,,"(37.7879988821, -122.399705264)"
3595,790965394,4/4/2011,,15:49,593 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,04/11/2011 12:00:00 AM +0000,05/02/2011 12:00:00 AM +0000, ,,"(37.7880490653, -122.399641701)"
3596,794817936,4/4/2011,,11:35,575 MISSION ST,V22500H,DBL PARK,80,Closed,$180.00 ,0,730 730TRNLN,04/11/2011 12:00:00 AM +0000,05/02/2011 12:00:00 AM +0000, ,,"(37.7882748888, -122.399355666)"
3597,794817940,4/4/2011,,09:54,712 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,67 67 PAY RCV,05/05/2011 12:00:00 AM +0000,05/05/2011 12:00:00 AM +0000, ,,"(37.7860928205, -122.402413367)"
3598,794817951,4/4/2011,,07:57,760 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed, $                  -,0,731 731MP EXP,04/16/2011 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7853079743, -122.403407605)"
3599,794817973,4/4/2011,,16:18,1060 MISSION ST,T32A.1,TWAWY ZN#1,85,Closed,$85.00 ,0,730 730TRNLN,04/11/2011 12:00:00 AM +0000,05/02/2011 12:00:00 AM +0000, ,,"(37.779959357, -122.410131941)"
